,ID,CD_8_T_effector,DDR,APM,Immune_Checkpoint,CellCycle_Reg,Pan_F_TBRs,Histones,EMT1,EMT2,EMT3,WNT_target,FGFR3_related,Cell_cycle,Mismatch_Repair,Homologous_recombination,Nucleotide_excision_repair,DNA_replication,Base_excision_repair,TMEscoreA_CIR,TMEscoreB_CIR,CD8_Rooney_et_al,Co_inhibition_T_cell_Rooney_et_al,T_cell_inflamed_GEP_Ayers_et_al,IFNG_signature_Ayers_et_al,MDSC_Wang_et_al,PPAGs,HLA_signature_gene,Cytotoxic_cells_Danaher_et_al,TIP_Priming_and_activation_1,TIP_Priming_and_activation_2,TIP_Recognition_of_cancer_cells_by_T_cells_1,TIP_Recognition_of_cancer_cells_by_T_cells_2,TIP_Killing_of_cancer_cells_1,TIP_Killing_of_cancer_cells_2,TMEscoreA_plus,Th2_cells_Bindea_et_al,CD8_T_cells_Bindea_et_al,Normal_mucosa_Bindea_et_al,Antigen_Processing_and_Presentation_Li_et_al,Antimicrobials_Li_et_al,Chemokines_Li_et_al,Cytokines_Li_et_al,Natural_Killer_Cell_Cytotoxicity_Li_et_al,TCR_signaling_Pathway_Li_et_al,TGFb_Family_Member_Li_et_al,ADP_Ribosylation,Purine_Metabolism,Pyrimidine_Metabolism,CD4_c0_Tcm,CD4_c1_Treg,CD4_c3_Tfh,CD4_c4_Tstr,CD4_c5_CTL,CD4_c7_Tn_TCEA3,CD8_c1_Tex,CD8_c2_Teff,CD8_c4_Tstr,Mph_04_TREM2,TMEscore_CIR
0,SAMf2ce197162ce,-1.5843668202882037,1.3467744766410008,-0.9797685021909676,-0.47797148988434673,1.6055898084952542,3.0932130837446077,0.0690527093762732,1.0668800493851662,2.198742426411167,1.6511730562600289,1.1149137418217487,0.1902371975950206,1.659901497967376,1.4013908990837967,0.06265986796308043,0.7602727890797939,1.122899829206255,-0.6249188138716131,-1.6037594190068052,1.809914051855188,-0.6839249460890495,-0.3943831088022962,-1.0028099123583782,-1.4813589271243877,0.040769139007714165,1.1072273969768909,-1.3976149236955993,-0.45807769624816447,-0.47797148988434673,-0.47797148988434673,-0.594786125163112,-0.3118746736007725,-1.1931006689899641,-0.33655834468136164,-1.626623968925232,-1.1227988112199558,-0.2894181322859577,1.1780509830983446,-1.724116272833947,-1.4896738232761455,-0.8006450748868764,-0.8423281935553197,-1.1931006689899641,-1.1752854533297785,1.376405772180099,-0.8999039707537129,0.0516627142117323,0.15616639979786767,0.7351647885031481,-0.08169154936683345,-0.5889567581281459,-1.049290410641026,-0.45807769624816447,0.31455595808044406,-0.9973437426650339,-0.23846206022513433,-1.049290410641026,-0.290213271321089,-3.413673470861993
1,SAM698d8d76b934,-0.10623689233577407,6.119334763147464,0.5546204078753938,0.4316715320177584,1.7038808955247313,-0.5719792813626765,1.1551057598515724,1.5435440332357657,0.5673958411819549,-0.23284991505104197,0.04825635729295948,-3.615305739889586,5.776329258506994,4.322313846803717,3.9832105831935505,4.090911126709145,4.72407743587594,3.3280486557087006,0.9106252800429017,-0.11656229914351973,-0.6902662670241085,0.29446977536122493,0.9078296702533634,1.1004063284381815,-0.4198212522533991,-2.8461858082976876,0.7641108900302879,-0.48618969039656035,0.4316715320177584,0.4316715320177584,0.30627809197602907,-0.020537351291486178,0.4444777049791534,0.5767259299732252,0.8529558457581062,1.3567641083525381,-0.5874019169084221,0.04511737425943359,0.7483283966295871,1.5007692975407698,0.5062116064833001,1.5527631776468371,0.4444777049791534,0.02715217914226848,-0.633239093410166,-0.9314770372706958,2.9641881905145775,3.35389370750738,-1.020650091170393,-0.30677411378228286,0.43256089206881987,1.2464698569324413,-0.48618969039656035,0.23836253855504527,0.5334546372101062,-1.0345607393134364,1.2464698569324413,0.6373343361070399,1.0271875791864213
2,SAMc1b27bc16435,1.3413036104972682,4.050032757376983,-0.9385593667376374,-0.08793849491409633,0.7365819206589576,-1.100018387190066,1.6081230065965655,-0.6527139597981978,-1.5898139816127952,-1.1259878675051904,1.3625506318946867,1.2844119356888128,3.5091845830642048,1.5466403640456914,2.1312435911208065,1.1966385350060083,1.441365582756223,0.7308480974487764,0.6233337668318435,-1.2747770574313337,1.270255260309543,0.09330316542368358,0.0070370431212294264,0.42313214570605334,-0.7067565511582236,0.561238893679945,0.02558316083896262,0.8695199829935744,-0.08793849491409633,-0.08793849491409633,-0.34947744341270404,-0.12505877304595667,1.0700978952806175,-0.52626960183739,0.787624293485206,-0.3240629079555335,1.257051068862873,-0.7378599314119464,0.06867198477416556,-0.05401669133585358,0.008066701739975576,0.10389326808340714,1.0700978952806175,1.2730600878465799,-0.9162299936785309,0.21859723691888097,0.05017409258738644,0.6300867727715216,-1.4742610038430517,0.9710555051314164,0.30228934752643827,0.3663342103819802,0.8695199829935744,-0.3977277698591724,0.9201136667701743,0.5030059987682542,0.3663342103819802,-0.31527160564636975,1.8981108242631772
3,SAM85e41e7f33f9,2.5034455484952707,2.963587683846622,1.0148464339983947,1.783894068222312,1.333748882329451,2.1792961952966294,1.4700874744848849,0.43961326205733825,2.723838215014866,0.44085888626224135,-0.6811544200274852,0.29934422926380616,5.734517010122948,2.9695768441451533,1.3197046018776182,3.1540847280453876,3.6094102341585628,2.0384545481738594,1.8923397356992888,1.2363082709684807,1.9652904894534298,1.7288586340132888,2.097073650221614,1.4002071597414216,1.0953616815018035,-0.3969464620091842,1.6441910562837492,2.064320426394899,1.783894068222312,1.783894068222312,1.549403275144922,0.9061032249411977,2.0663137628926878,1.729400182478009,1.8647543645517795,1.3960814770762167,0.9137690214757433,1.551087646731037,1.563026999494866,1.8257007754021415,0.8816446985706514,1.8163540994712222,2.0663137628926878,1.1498418974825368,2.09334609552134,-1.0874885397281602,0.7697220554556575,0.8102623887256886,1.792198998648314,0.8433720401674271,1.3813719985340824,0.7199520146915723,2.064320426394899,1.3825979769742556,2.5975232386540306,1.1713921151886515,0.7199520146915723,1.4621490492457814,0.6560314647308081
4,SAMf275eb859a39,0.33846700656827,-3.9813834451981975,0.8419255511868025,-0.3040244493500973,-2.1893400826313547,-3.0664154557876615,-2.1288929466001236,-1.6211118156024464,-2.652536219794363,-2.1626213621018917,0.5823883248441596,1.6736622286217675,-5.239508644729774,-3.3866163786537062,-2.5211273775374363,-3.7806227629433167,-4.419282034240437,-2.235164784975518,-0.14024783188872045,-2.746168122676625,0.27667398613264427,-0.2402406182755052,0.09226799185444462,0.19179442687141038,0.0013470155779080702,1.0425770207782175,-0.1266522386611661,0.4247910982215887,-0.3040244493500973,-0.3040244493500973,0.3744404188441895,0.13018059209275704,0.27822937125060176,-0.5337461287397105,0.1361195878976126,-1.060694885050116,-0.32878485467813645,-1.9901269701021738,0.7607867294046973,-0.20747834963011572,0.08611328481405815,-0.9671043316854131,0.27822937125060176,0.2417306503026003,-0.9143708448105807,1.9982491020226067,-2.6570935125987347,-2.7088254881305085,0.2472282066935366,0.09701554656209131,-0.5263406690033148,-0.43102830377526125,0.4247910982215887,0.2184024687747637,-0.1310680529032787,-0.32417576871041925,-0.43102830377526125,-0.057872487429279494,2.605920290787904
5,SAM7f0d9cc7f001,0.23349858062977985,-5.294818901511382,-1.2170573482300044,1.386472138577401,1.1106353668850368,2.5520165864504,-2.4520966134538313,1.8254589127230803,1.572812955474169,2.7161762697075513,-0.34611382307202365,-1.3213996395472147,-7.2511396399428785,-2.096660531582934,-3.108216914847678,-2.849801871748968,-2.368662087181556,-1.736384565356465,-0.7735667201794961,2.4491304724932856,0.9518238180308939,1.165876274082173,-0.41468375275216907,-1.278112475927853,0.5441887430473791,-0.6692415510845319,1.1838321447090023,0.7197623865606978,1.386472138577401,1.386472138577401,0.7737839693166126,1.1776057279641607,-0.04078969049634343,0.4656909921751935,-0.8977443156035406,-1.2876733180688407,1.5334466457305376,1.5422244930386966,-1.1364108378094784,0.2275455804239937,-0.7950019454630859,-0.30333830239522375,-0.04078969049634343,0.9767595714346535,0.43985038049563135,0.3977884224975714,-0.49804546726423854,-0.7599886833965629,0.4892953816150894,1.6300148736783007,1.2084424413666488,0.7191342189835334,0.7197623865606978,0.2669819006027624,1.1526052597954255,1.6446782315166077,0.7191342189835334,-0.7487013939559183,-3.222697192672782
6,SAM4305ab968b90,-6.692637243396619,3.9669817220118353,-1.669063617841882,-5.709029189066241,-2.4285490715798677,-5.632696875681639,1.5572886457939084,-4.101560970675676,-3.963752339885524,-4.984699795714984,1.0492698985257185,1.3979335573939051,5.335325765860664,3.085831649000891,1.933932999774548,3.122592037728105,2.913782995948673,2.056069392223332,-5.191514529484566,-3.1254222812819967,-4.939974604016175,-4.781961705762664,-4.38006871059233,-3.9656405501962078,-3.071291592868295,1.227040798355108,-9.517932593567243,-4.5338921707220585,-5.709029189066241,-5.709029189066241,-5.708481215844588,-5.113440881999093,-3.4509859598453803,-3.374634072519114,-5.156762103823756,0.7607373566696876,-4.255305258907744,-2.3135706601488497,-2.2871776534232713,-5.66379915362285,-4.675532498237599,-4.9572079460944565,-3.4509859598453803,-3.3904427706256133,-1.696322408665016,0.3596780535554886,0.24054230426870116,0.8671189658652333,-0.6921106529314892,-2.4752399858667156,-2.402443094335943,-1.4214501108271913,-4.5338921707220585,-0.23326093176530274,-5.4879553064649516,-4.528860772128325,-1.4214501108271913,-4.898690456879699,-2.0660922482025694
7,SAMcf018fee2acd,-0.260717207793403,-6.183350261181186,-1.174407302150164,-0.11034663229039897,-1.382725241251181,-1.945534232356915,-2.3124596071359083,-0.638757765459891,-1.1640446990919828,0.17902229534319608,0.30936520242749144,0.7269265018451849,-6.6956773335389626,-2.640116502355457,-2.8778705351381855,-3.249676758961645,-4.027071036734076,-2.6575742315469464,-0.7615747389929487,-0.881177097583669,0.1408880196710532,0.11194620606455123,-0.054729254291459,-0.8762148075183949,-0.23235612318613963,0.19410488394061268,0.18133346919731105,0.1756696461924643,-0.11034663229039897,-0.11034663229039897,-0.7549459074368251,-0.28003408458767653,-0.11262128777679009,0.1542490210970549,-1.011625389413162,-1.166817956939536,0.12660494158312072,-1.5052046335574942,-1.1774570998542189,-0.5847867931019006,-0.5641563566194291,-0.7407339225669122,-0.11262128777679009,-0.3216328274751343,0.20415373084513322,1.4487722762636848,-1.5124030185998105,-1.7259352747374168,0.29842119730346395,-0.020883781387275247,-0.08078064090360396,-0.1834657188456718,0.1756696461924643,-0.23628242053837617,0.012404482304864151,0.6567932050142048,-0.1834657188456718,-0.6072687199490386,0.11960235859072033
8,SAMb2f1d0e54ece,1.5089983665144795,-6.640917360501178,1.213513552238003,2.1865875649893183,-1.0438118794720392,5.033285615771482,0.2010536900402116,0.7127266523310151,3.4483098551928535,2.296512581146198,-0.8641680059234973,-3.1541778880923586,-4.568888825747469,-1.501020087253309,-2.2630012524848504,-1.3635886264024177,-1.8063570394029147,-2.192277057641518,1.5960436452723812,3.903641033807007,1.2385743930106927,1.6009437958346786,0.5690009362779169,0.976965865508166,1.833026537248455,-1.0597456814920938,2.6169137306834576,1.1204350678163244,2.1865875649893183,2.1865875649893183,2.388969319261978,2.089611567262321,1.2767283001391798,1.2485888865250314,1.3383003503565758,-1.1331587715572127,1.026374650517146,2.548430481724946,1.5825661574798908,1.7141888982612725,0.5686516637785277,1.8438244927481098,1.2767283001391798,1.4672693172736535,2.1820403947736016,1.2797246430141818,-0.48951675012012236,-0.5383736026804816,1.371702973929981,0.8271629374408231,0.9113596491107644,2.0209024713114103,1.1204350678163244,0.8156747321531892,1.9229994725018786,1.0627898482648634,2.0209024713114103,1.061341976878913,-2.3075973885346257
9,SAMcc4675f394a1,-1.0303208280979488,-6.73256312751231,-1.3946311565156726,-1.7468460363142908,-1.255846233259617,0.4778705788028839,-4.18600171329649,0.08792090368587839,0.2411100935630874,0.6290355623016819,0.48526193090511405,0.6610756444801841,-8.015642984173379,-3.830697974301533,-3.590812151847167,-3.7664741696869006,-5.127165931125072,-3.502398578640753,-1.572443247170365,-0.8094336857517015,-0.2752871107116698,-1.6697972440209852,-1.2904981241534657,-1.6232080315502875,-0.8054136773201332,0.09747289590887215,-2.928802137511515,-0.10791967941984781,-1.7468460363142908,-1.7468460363142908,-1.618824045607616,-1.465309869545863,-0.660601114703617,-0.5665360350001477,-1.8663765011182498,-1.876937498113269,-0.19486957762743332,-0.825639226619015,-1.547603119268502,-1.1300702317314093,-1.4602647477954798,-0.9735605692452469,-0.660601114703617,-1.2400620827623827,1.3868269040946444,0.8022944186528285,-1.2600595115570332,-1.5602106627226715,0.2891880387067393,-1.588451889559075,-1.2416928843357071,0.3026132064043678,-0.10791967941984781,-0.4433955941213717,-1.5729501742899796,0.5185051381314774,0.3026132064043678,-1.0412302619773723,-0.7630095614186636
