,ID,Antigen_Processing_and_Presentation_Li_et_al,Antimicrobials_Li_et_al,Base_excision_repair,CD8_c1_Tex,CD_8_T_effector,CellCycle_Reg,Cell_cycle,Co_inhibition_T_cell_Rooney_et_al,Cytokines_Li_et_al,DDR,DNA_replication,EMT1,EMT2,EMT3,HLA_signature_gene,Homologous_recombination,Immune_Checkpoint,Mismatch_Repair,Nucleotide_excision_repair,Pan_F_TBRs,Purine_Metabolism,Pyrimidine_Metabolism,TCR_signaling_Pathway_Li_et_al,TIP_Killing_of_cancer_cells_2,TIP_Priming_and_activation_1,TIP_Priming_and_activation_2,TIP_Recognition_of_cancer_cells_by_T_cells_1,TMEscoreA_CIR,TMEscoreA_plus,TMEscoreB_CIR,TMEscore_CIR
20,SAM14938611a2d3,0.4224441685536222,0.3778973003575675,0.3321072823247946,-0.016187974386604676,0.08163328662824544,0.4478894403405676,0.4334938928668508,0.05007690093677171,0.265108855083581,0.46195391029721705,0.40897971048159665,0.4289460173197302,0.2059999469909087,0.34027027745489,0.050250169295941144,0.3519639363303698,0.01869719001799756,0.4159481900396454,0.38000814155705703,0.4173669935172293,0.3246989438411493,0.36337112604770117,0.10200655381486234,0.19634577703379408,0.01869719001799756,0.01869719001799756,0.34380760092302676,0.3361483628228887,0.2887417799569377,0.3188191093885097,0.017329253434378966
21,SAM14df63a65411,0.3733655351915637,0.3505009926961866,0.3346334995014234,-0.08672288610685608,-0.0163697333744502,0.43324047560961026,0.4447186840299954,0.02287002380367704,0.23669980759064085,0.46387627342334703,0.37451155995872104,0.35983561360419347,0.2630708137274475,0.3220569621849442,-0.07157335457623913,0.3468024342941951,-0.019985592446105264,0.4027648061449065,0.3882574894947532,0.40862197477657514,0.3173371407501172,0.34373297324798785,0.04647987623287507,0.2162867302773781,-0.019985592446105264,-0.019985592446105264,0.3134048022796271,0.24302103909091458,0.20048778994158908,0.35066270886152867,-0.1076416697706141
22,SAM166a419a4e5a,0.4047509473137692,0.374561138629265,0.2961232514336184,0.0467889434336361,0.13799307339756864,0.4410845482509558,0.40494079199665356,0.10623735517513269,0.33341876655742425,0.44212990338852287,0.3285944402753877,0.3993051060966296,0.49332221405790666,0.49388241011416467,0.07917313006024197,0.3092608035008078,0.07969943593704674,0.38130126529648894,0.3784313187013429,0.5456703073180256,0.29446783999964393,0.3309873356710862,0.1684428236241524,0.2632619958336219,0.07969943593704674,0.07969943593704674,0.36037414622665404,0.30403607090064744,0.2603955356491448,0.49077781633607,-0.18674174543542255
23,SAM17c45bf16bb6,0.30737427697685105,0.3130228580276511,0.33425140621370697,-0.10804546959785949,-0.10406435447165881,0.44607933618948303,0.42272840650611443,-0.014266832655297764,0.14159662202281093,0.47746445880047356,0.3897493685997954,0.3136288361319854,0.14628260834707416,0.18183147332800628,-0.17447772987760568,0.372283855643683,-0.09780790155935942,0.4060076227875475,0.3945746152911179,0.34864587391412316,0.36292557603215003,0.38753273739556565,0.024060643853490486,0.17091440824505783,-0.09780790155935942,-0.09780790155935942,0.25617153375005053,0.10559415214992414,0.11747005926655896,0.24749219083631957,-0.14189803868639544
24,SAM18039827e1b9,0.3366579638203792,0.3329155698000629,0.3410982834486956,-0.15743595610186684,-0.04959937545551763,0.48227455212313886,0.4510295580463464,-0.1512602403650543,0.20067113769616834,0.4623502500334815,0.38956822628962706,0.41372375909807424,0.17823641594710055,0.27658945890442077,-0.09198792080951952,0.35273300094801424,-0.19175918469922457,0.4088834441938667,0.3809720209205809,0.37690707599916556,0.33923232857055013,0.358188716320609,-0.021224129629297303,0.1560653578860924,-0.19175918469922457,-0.19175918469922457,0.24600482067982193,0.16508192675694144,0.12714814896259388,0.22216001811820005,-0.057078091361258604
25,SAM181b638b8248,0.45139506968678494,0.4068247304137128,0.2981855590542006,0.12100055090533467,0.21031339583539715,0.4481353529255089,0.42362485922268533,0.2164607559171302,0.3988810038359751,0.4421523921102433,0.34610880940088207,0.3879320405204218,0.4198714923927094,0.4260857088030887,0.1753778162290384,0.30896058833860984,0.20591198225651328,0.388334592494488,0.38032213753068833,0.48499435143901864,0.3200283710632946,0.34119768795604394,0.2308405706030531,0.3350499246459523,0.20591198225651328,0.20591198225651328,0.43513558123644835,0.38065018853939814,0.3445814930439052,0.2749699395346965,0.10568024900470163
26,SAM187e056d6a2a,0.39878068002932004,0.34357851482663965,0.33819198112415805,-0.07493458370074674,-0.1023311402492823,0.4154331803002348,0.42266988983498227,-0.03842196410222357,0.29229247085560256,0.4553439300694607,0.3943516013543424,0.41004569229723464,0.36681198284363464,0.3962358099086635,-0.06999132601730122,0.34760229884187127,-0.0583718257155475,0.4094281460102972,0.395160385812722,0.5002021269160114,0.36509137143280906,0.37126801138050525,0.04965436227184205,0.21618407129285855,-0.0583718257155475,-0.0583718257155475,0.315132860613663,0.1538290879012066,0.1322087388540584,0.3290867630657892,-0.1752576751645826
27,SAM18a4dabbc557,0.42943457152365483,0.41697428419522836,0.3346821939507132,0.05908248894922361,0.17558055181688256,0.4087181232798017,0.4486866154020574,0.1100361015739426,0.31897307438393363,0.4658270831343561,0.41392249464849057,0.40394441128553593,0.11533981686348325,0.19917189123755125,0.04718864855193201,0.3693050861925802,0.0849194413846432,0.42958215906274105,0.3903053993526916,0.3768360677525321,0.3471928808308531,0.3791671539843053,0.15985187354120323,0.3192321054981869,0.0849194413846432,0.0849194413846432,0.35449147943610804,0.3691823911137563,0.32701098687163166,0.20489828310268088,0.1642841080110754
28,SAM18b9351e265a,0.46569687562977896,0.3953568719592397,0.3382234896374435,0.14766985462528134,0.2294030089112826,0.40488432196149415,0.444881144565952,0.18409803957369186,0.3612383279743941,0.4510727718453044,0.42233039715748966,0.41601167614820955,0.32055385858368657,0.44642351738259284,0.17718383897654058,0.35460903740089106,0.16077286130508395,0.4231812487376264,0.3780667543453145,0.4752939195372249,0.3496929239144676,0.3816291548676641,0.2220140622188287,0.3017792923761667,0.16077286130508395,0.16077286130508395,0.3967416140896239,0.4096169372727139,0.37029553179768154,0.38970240759931873,0.019914529673395187
29,SAM18bc1078bc15,0.37993084112111253,0.34218545754518087,0.3567169467921357,0.0105337562212881,0.09706958146555165,0.43150170493866263,0.44132878195866243,0.06439017906451569,0.19248004118447298,0.4680888785999775,0.43010685223870704,0.40358908686223977,0.18544685256943072,0.3174976878596497,0.03598269184010159,0.38967809869230496,0.04675233259075973,0.4345483019819927,0.3782372539154475,0.36116641656950693,0.3416271267720287,0.36830735579342366,0.13515565962881268,0.21608491742056235,0.04675233259075973,0.04675233259075973,0.35332352442561676,0.29450357654904297,0.2745352801866042,0.1586758013203668,0.13582777522867617
